Score,Armor Class,Armor Name,Weapon Name,Build Name,Subclass Type,Super,Class Ability,Jump,Melee,Grenade,Aspects,Fragment Slots,Fragments,Description
9,Titan,"Dunemarchers","Third Iteration","The Prismatic Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Third Iteration by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Dunemarchers","Praxic Blade","The Transcendent Transcendence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Praxic Blade by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Melee"
9,Titan,"Dunemarchers","Vexcalibur","The Lightweaver's Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Vexcalibur by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Melee"
9,Titan,"Dunemarchers","Borealis","The Prismatic Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Borealis by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc"
9,Titan,"Dunemarchers","Tessellation","The Prismatic Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Tessellation by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Dunemarchers","Heartshadow","The Prisma Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Heartshadow by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Dunemarchers","Monte Carlo","The Prisma Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Monte Carlo by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Melee"
9,Titan,"Dunemarchers","Hard Light","The Lightweaver's Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Hard Light by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc"
9,Titan,"Dunemarchers","Microcosm","The Prisma Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Dunemarchers synergizes with Microcosm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Prometheus Lens","The Lightweaver's Unity","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Prometheus Lens by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Dead Messenger","The Lightweaver's Balance","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Dead Messenger by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Jötunn","The Prisma Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Jötunn by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Ergo Sum","The Prisma Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Ergo Sum by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Legend of Acrius","The Convergence Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Legend of Acrius by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Wolfsbane","The Transcendent Unity","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Wolfsbane by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Traveler's Chosen","The Lightweaver's Spectrum","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Traveler's Chosen by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Worldline Zero","The Prismatic Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Worldline Zero by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Alethonym","The Lightweaver's Unity","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Alethonym by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Bad Juju","The Twilight Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Bad Juju by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Sturm","The Convergence Balance","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Sturm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Sunshot","The Prisma Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Sunshot by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Wish-Keeper","The Twilight Duality","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Wish-Keeper by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Third Iteration","The Prismatic Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Third Iteration by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Winterbite","The Transcendent Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Winterbite by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Tessellation","The Prismatic Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Tessellation by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Heartshadow","The Twilight Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Heartshadow by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Lodestar","The Prisma Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Lodestar by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Hierarchy of Needs","The Lightweaver's Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Hierarchy of Needs by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"Gemini Jester","Microcosm","The Transcendent Balance","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Gemini Jester synergizes with Microcosm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"The Sixth Coyote","Wavesplitter","The Prisma Spectrum","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Sixth Coyote synergizes with Wavesplitter by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Orb of Power"
9,Hunter,"The Sixth Coyote","Khvostov 7G-0X","The Lightweaver's Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Sixth Coyote synergizes with Khvostov 7G-0X by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Orb of Power"
9,Titan,"Blastwave Striders","Prometheus Lens","The Prisma Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Prometheus Lens by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Dead Messenger","The Twilight Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Dead Messenger by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Jötunn","The Lightweaver's Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Jötunn by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","No Time to Explain","The Lightweaver's Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with No Time to Explain by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Stasis"
9,Titan,"Blastwave Striders","Ergo Sum","The Transcendent Transcendence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Ergo Sum by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Legend of Acrius","The Transcendent Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Legend of Acrius by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Wolfsbane","The Darkweaver's Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Wolfsbane by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Traveler's Chosen","The Prismatic Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Traveler's Chosen by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Worldline Zero","The Prismatic Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Worldline Zero by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Bad Juju","The Darkweaver's Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Bad Juju by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Sturm","The Convergence Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Sturm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Sunshot","The Lightweaver's Transcendence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Sunshot by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Wish-Keeper","The Transcendent Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Wish-Keeper by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Third Iteration","The Prisma Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Third Iteration by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Tessellation","The Prismatic Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Tessellation by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Heartshadow","The Lightweaver's Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Heartshadow by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Lodestar","The Transcendent Duality","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Lodestar by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Hierarchy of Needs","The Lightweaver's Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Hierarchy of Needs by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Blastwave Striders","Microcosm","The Lightweaver's Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Blastwave Striders synergizes with Microcosm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Prometheus Lens","The Lightweaver's Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Prometheus Lens by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Dead Messenger","The Lightweaver's Duality","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Dead Messenger by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Jötunn","The Transcendent Duality","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Jötunn by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Ergo Sum","The Convergence Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Ergo Sum by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Legend of Acrius","The Prismatic Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Legend of Acrius by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
